index,Final,max_rate,margadj,labmdacons,avg_borr_rate,avg_stock_ret
mean,3555691.501301561,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
std,2138626.8462421917,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
min,1197390.4243219872,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
0%,1197390.4243219872,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
10%,1658423.4441036077,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
20%,2015841.1377552135,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
30%,2281064.9794811215,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
40%,2482046.1246571266,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
50%,3029513.029779624,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
60%,3415173.060797131,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
70%,3784870.9455742612,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
80%,4394492.00669718,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
90%,6655416.533070108,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
max,12218577.23598817,1.06,0.04,1.25,0.0053355740669362795,0.0060705028991153796
count,96.0,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
mean,3251626.603896757,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
std,1887121.804957445,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
min,1220816.6852823817,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
0%,1220816.6852823817,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
10%,1485147.3837102358,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
20%,1876508.0778521292,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
30%,2152594.855667307,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
40%,2368420.3755010464,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
50%,2775178.7542322436,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
60%,3056246.9839653918,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
70%,3389100.3369450355,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
80%,3968104.3913727226,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
90%,5898939.114958839,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
max,9737550.736632558,1.06,0.06,1.25,0.006865500786407977,0.0060705028991153796
count,96.0,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
mean,3251626.603896757,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
std,1887121.804957445,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
min,1220816.6852823817,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
0%,1220816.6852823817,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
10%,1485147.3837102358,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
20%,1876508.0778521292,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
30%,2152594.855667307,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
40%,2368420.3755010464,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
50%,2775178.7542322436,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
60%,3056246.9839653918,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
70%,3389100.3369450355,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
80%,3968104.3913727226,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
90%,5898939.114958839,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
max,9737550.736632558,1.06,0.08,1.25,0.008370233846036468,0.0060705028991153796
count,96.0,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
mean,5014134.962541424,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
std,3692799.653757042,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
min,1272595.4482397651,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
0%,1272595.4482397651,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
10%,1829250.3456791942,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
20%,2197378.952986445,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
30%,2767090.450359552,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
40%,3110010.379496233,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
50%,3950372.1591100106,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
60%,4767984.938340471,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
70%,5600725.329043537,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
80%,6741153.522588737,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
90%,10244466.638685912,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
max,21060066.959545173,1.08,0.0,1.25,0.0021964917172257806,0.0060705028991153796
count,96.0,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
mean,4440912.1391198225,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
std,3262633.551407536,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
min,1178080.052484971,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
0%,1178080.052484971,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
10%,1649018.9914543482,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
20%,2026602.0067557103,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
30%,2372490.7572471034,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
40%,2781922.3292273036,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
50%,3337122.9825767484,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
60%,4235274.749460314,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
70%,4797933.410569897,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
80%,6011652.049046466,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
90%,9350522.41311897,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
max,17658386.627136987,1.08,0.02,1.25,0.003779554168356523,0.0060705028991153796
count,96.0,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
mean,3799593.2353334664,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
std,2519257.070421035,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
min,990861.8123303262,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
0%,990861.8123303262,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
10%,1540822.2125499505,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
20%,1739176.5393364313,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
30%,2210083.6272018068,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
40%,2489968.1290661297,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
50%,3057015.701246588,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
60%,3830294.539550485,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
70%,4285723.0756360255,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
80%,4955583.767226356,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
90%,7558740.6687036585,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
max,14951763.170352846,1.08,0.04,1.25,0.0053355740669362795,0.0060705028991153796
count,96.0,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
mean,3353823.9638136737,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
std,1925382.3211389086,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
min,1116210.4693253962,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
0%,1116210.4693253962,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
10%,1571981.359845588,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
20%,1876508.0778521292,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
30%,2244164.350700622,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
40%,2423674.554770966,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
50%,2845626.0557297296,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
60%,3257268.346110018,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
70%,3590214.27902773,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
80%,4310721.209015155,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
90%,6062025.344543105,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
max,11183291.570852147,1.08,0.06,1.25,0.006865500786407977,0.0060705028991153796
count,96.0,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
mean,3251626.603896757,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
std,1887121.804957445,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
min,1220816.6852823817,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
0%,1220816.6852823817,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
10%,1485147.3837102358,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
20%,1876508.0778521292,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
30%,2152594.855667307,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
40%,2368420.3755010464,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
50%,2775178.7542322436,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
60%,3056246.9839653918,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
70%,3389100.3369450355,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
80%,3968104.3913727226,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
90%,5898939.114958839,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
max,9737550.736632558,1.08,0.08,1.25,0.008370233846036468,0.0060705028991153796
count,96.0,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
mean,4898278.032428247,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
std,3639717.3060461516,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
min,1193391.8047072932,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
0%,1193391.8047072932,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
10%,1764225.9810526483,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
20%,2131539.7666772944,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
30%,2675491.8757547294,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
40%,3013794.439384437,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
50%,3768294.3526576064,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
60%,4624894.153932214,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
70%,5498420.466639324,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
80%,6710031.834948702,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
90%,10063689.847763766,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
max,21060066.959545173,1.09,0.0,1.25,0.0021964917172257806,0.0060705028991153796
count,96.0,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
mean,4332640.807795562,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
std,3075402.755196301,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
min,1083347.8182159485,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
0%,1083347.8182159485,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
10%,1563295.852466573,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
20%,1925732.069856307,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
30%,2468669.104187622,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
40%,2765971.4905303377,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
50%,3460334.257965696,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
60%,4141344.6399673284,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
70%,4864312.880407242,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
80%,5676469.928913436,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
90%,8810789.357121175,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
max,17658386.627136987,1.09,0.02,1.25,0.003779554168356523,0.0060705028991153796
count,96.0,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
mean,3930346.7276195497,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
std,2732401.2146675354,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
min,1039301.44033951,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
0%,1039301.44033951,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
10%,1457855.648039136,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
20%,1810525.3541903438,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
30%,2258688.245082423,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
40%,2574562.180271641,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
50%,3123884.4946899135,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
60%,3845066.3603448737,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
70%,4302251.291049747,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
80%,5084454.497193489,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
90%,7836798.124291364,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
max,14787491.39306604,1.09,0.04,1.25,0.0053355740669362795,0.0060705028991153796
count,96.0,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
mean,3219498.681537576,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
std,1843837.2095262902,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
min,889056.4128688705,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
0%,889056.4128688705,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
10%,1454743.940825214,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
20%,1560753.8678153204,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
30%,2158391.1582133826,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
40%,2373325.6249247654,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
50%,2815186.7688138387,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
60%,3192316.141538846,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
70%,3692349.221702031,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
80%,4243274.264025069,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
90%,6009471.727542819,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
max,11605040.97108955,1.09,0.06,1.25,0.006865500786407977,0.0060705028991153796
count,96.0,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
mean,3298884.495600822,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
std,1921002.968734393,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
min,1095123.622771252,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
0%,1095123.622771252,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
10%,1501666.7104037292,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
20%,1876508.0778521292,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
30%,2192733.8506241916,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
40%,2368420.3755010464,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
50%,2759152.0571012236,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
60%,3210780.4056214965,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
70%,3491725.469517676,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
80%,3976524.942033155,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
90%,5971197.972479159,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
max,9887531.133533085,1.09,0.08,1.25,0.008370233846036468,0.0060705028991153796
count,96.0,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
mean,5010412.454368103,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
std,3709817.127216952,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
min,1231933.023289409,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
0%,1231933.023289409,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
10%,1752520.244823966,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
20%,2200378.969142017,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
30%,2753570.177962871,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
40%,3144722.4801319614,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
50%,3926446.543838232,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
60%,4711586.992217649,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
70%,5592740.368109894,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
80%,6944548.992829621,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
90%,10132194.158042878,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
max,21060066.959545173,1.1,0.0,1.25,0.0021964917172257806,0.0060705028991153796
count,96.0,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
mean,4269386.926105045,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
std,3088135.504105229,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
min,1072862.2324183756,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
0%,1072862.2324183756,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
10%,1547609.0704889654,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
20%,1902330.6189502212,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
30%,2401612.689034467,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
40%,2641284.4087248147,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
50%,3353041.17398011,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
60%,4054188.165234767,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
70%,4785135.08160835,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
80%,5760088.017024271,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
90%,8607431.621950468,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
max,17658386.627136987,1.1,0.02,1.25,0.003779554168356523,0.0060705028991153796
count,96.0,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
mean,3852853.3005563715,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
std,2738220.3285185746,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
min,1012293.4047732966,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
0%,1012293.4047732966,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
10%,1418934.1486717106,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
20%,1738675.7566278486,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
30%,2147266.7236760403,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
40%,2472109.368603256,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
50%,3044621.1820396134,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
60%,3836404.133595286,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
70%,4196035.898783151,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
80%,5122365.140262809,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
90%,7960395.2738546245,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
max,14850746.079584332,1.1,0.04,1.25,0.0053355740669362795,0.0060705028991153796
count,96.0,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
mean,3403029.4992078673,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
std,2149387.368578621,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
min,886890.5151572275,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
0%,886890.5151572275,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
10%,1369831.7170174206,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
20%,1584185.9519396084,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
30%,2124702.427074993,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
40%,2415159.9547525044,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
50%,2941577.2721081953,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
60%,3333212.7987773595,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
70%,3999797.500108719,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
80%,4454335.823231004,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
90%,6534212.922908955,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
max,12775295.699655691,1.1,0.06,1.25,0.006865500786407977,0.0060705028991153796
count,96.0,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
mean,3170600.9880453,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
std,1740434.0046202193,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
min,1041745.1774640668,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
0%,1041745.1774640668,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
10%,1491387.816803528,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
20%,1840609.717129623,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
30%,2149494.987702539,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
40%,2367611.240871886,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
50%,2697169.8635862786,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
60%,3120180.9156078277,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
70%,3438218.997895774,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
80%,4006482.79083433,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
90%,5530144.459269498,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
max,10250770.179925922,1.1,0.08,1.25,0.008370233846036468,0.0060705028991153796
count,96.0,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
mean,4968104.816212102,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
std,3704894.7616071347,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
min,1231933.023289409,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
0%,1231933.023289409,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
10%,1752520.244823966,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
20%,2200378.969142017,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
30%,2746442.0542664137,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
40%,3128284.518115296,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
50%,3916171.0074903406,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
60%,4575237.536392512,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
70%,5278163.026527329,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
80%,6783264.992144505,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
90%,10132194.158042878,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
max,21060066.959545173,1.11,0.0,1.25,0.0021964917172257806,0.0060705028991153796
count,96.0,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
mean,4154983.525767041,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
std,3045686.9307195917,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
min,1003285.4312372121,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
0%,1003285.4312372121,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
10%,1488883.9584598327,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
20%,1792368.390237639,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
30%,2280164.715554299,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
40%,2619028.027407804,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
50%,3237096.839472021,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
60%,3901484.470147408,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
70%,4689592.502626506,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
80%,5626924.2249286845,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
90%,8440475.383014308,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
max,17658386.627136987,1.11,0.02,1.25,0.003779554168356523,0.0060705028991153796
count,96.0,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
mean,3724191.318188324,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
std,2580863.994487556,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
min,918744.2866925561,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
0%,918744.2866925561,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
10%,1341901.183474285,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
20%,1636569.6149161134,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
30%,2162335.3420256944,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
40%,2477694.6237953776,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
50%,3043692.1263093157,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
60%,3521148.823837233,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
70%,4249651.600858231,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
80%,4797882.908447159,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
90%,7447487.525857607,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
max,14850746.079584332,1.11,0.04,1.25,0.0053355740669362795,0.0060705028991153796
count,96.0,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
mean,3459977.2333946265,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
std,2308767.021066202,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
min,909636.1334111899,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
0%,909636.1334111899,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
10%,1277324.8242923704,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
20%,1624814.7424050453,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
30%,2089130.84314923,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
40%,2353212.1329513923,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
50%,2845955.08571682,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
60%,3318198.53198085,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
70%,3946974.4777338514,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
80%,4395509.974960096,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
90%,6741890.060814898,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
max,12514899.262468243,1.11,0.06,1.25,0.006865500786407977,0.0060705028991153796
count,96.0,1.11,0.08,1.25,0.008370233846036468,0.0060705028991153796
