Date,Open,High,Low,Close
3/18/1938,10.529,11.1335,10.0504,10.2015
3/19/1938,10.2015,11.1083,10.3149,10.403
3/21/1938,10.403,10.6171,10.3652,10.3778
3/22/1938,10.3778,10.4156,10.0126,10.063
3/23/1938,10.063,10,9.6851,9.8615
3/24/1938,9.8615,9.9962,9.7229,9.8992
3/25/1938,9.8992,9.8615,9.2947,9.3451
3/26/1938,9.3451,9.4458,9.131,9.2065
3/28/1938,9.2065,9.3829,9.1058,9.2695
3/29/1938,9.2695,9.471,8.7028,8.728
3/30/1938,8.728,8.9295,8.5516,8.6272
3/31/1938,8.6272,8.8413,8.3627,8.5013
4/1/1938,8.5013,8.9547,8.665,8.9169
4/2/1938,8.9169,9.3703,9.0932,9.2569
4/4/1938,9.2569,9.3577,9.0932,9.2443
4/5/1938,9.2443,9.5088,9.1688,9.4836
4/6/1938,9.4836,9.4332,9.1939,9.2695
4/7/1938,9.2695,9.3577,9.1436,9.1939
4/8/1938,9.1939,9.6977,9.3703,9.6222
4/9/1938,9.6222,10.3149,9.9874,10.2645
4/11/1938,10.2645,10.3023,9.8615,9.9496
4/12/1938,9.9496,10.1008,9.7985,10.0504
4/13/1938,10.0504,10.2519,9.9748,10.1008
4/14/1938,10.1008,10.3023,9.8992,10.2015
4/16/1938,10.2015,10.6801,10.3652,10.6171
4/18/1938,10.6171,10.6423,10.3275,10.4156
4/19/1938,10.4156,10.3526,10.0756,10.1133
4/20/1938,10.1133,10.1133,9.8237,10.063
4/21/1938,10.063,10.2141,10,10.1637
4/22/1938,10.1637,10.5667,10.1889,10.4534
4/23/1938,10.4534,10.5416,10.34,10.3652
4/25/1938,10.3652,10.2897,10.0882,10.2015
4/26/1938,10.2015,10.2015,9.9118,9.9622
4/27/1938,9.9622,10.2141,10.0252,10.0882
4/28/1938,10.0882,10.063,9.7481,9.7733
4/29/1938,9.7733,9.8111,9.5718,9.7733
4/30/1938,9.7733,9.7859,9.6725,9.6977
5/2/1938,9.6977,9.6348,9.5088,9.597
5/3/1938,9.597,9.9118,9.6222,9.8489
5/4/1938,9.8489,10.0504,9.7481,10.0126
5/5/1938,10.0126,10.1763,9.8992,9.9748
5/6/1938,9.9748,10.4534,9.9496,10.3275
5/7/1938,10.3275,10.5164,10.34,10.403
5/9/1938,10.403,10.6801,10.2645,10.6297
5/10/1938,10.6297,10.7179,10.403,10.4408
5/11/1938,10.4408,10.6423,10.3778,10.4912
5/12/1938,10.4912,10.5793,10.3904,10.4282
5/13/1938,10.4282,10.4282,10.1511,10.2645
5/14/1938,10.2645,10.3149,10.1763,10.2897
5/16/1938,10.2897,10.2393,10.063,10.0882
5/17/1938,10.0882,10.1889,9.9748,10.1385
5/18/1938,10.1385,10.2771,10.1133,10.2141
5/19/1938,10.2141,10.2015,9.937,9.9874
5/20/1938,9.9874,10.0378,9.8615,9.9622
5/21/1938,9.9622,9.9748,9.7859,9.8237
5/23/1938,9.8237,9.937,9.7733,9.8992
5/24/1938,9.8992,9.9622,9.6977,9.7103
5/25/1938,9.7103,9.7229,9.5088,9.534
5/26/1938,9.534,9.6222,9.2695,9.2947
5/27/1938,9.2947,9.3325,9.1058,9.2821
5/28/1938,9.2821,9.4584,9.3325,9.4081
5/31/1938,9.4081,9.3577,9.1688,9.2695
6/1/1938,9.2695,9.597,9.2317,9.5718
6/2/1938,9.5718,9.6977,9.471,9.534
6/3/1938,9.534,9.534,9.3829,9.4206
6/4/1938,9.4206,9.7229,9.4458,9.6474
6/6/1938,9.6474,9.874,9.6599,9.7355
6/7/1938,9.7355,9.8866,9.6599,9.6977
6/8/1938,9.6977,9.7733,9.6348,9.7229
6/9/1938,9.7229,9.9748,9.7103,9.937
6/10/1938,9.937,10.0504,9.7859,9.7985
6/11/1938,9.7985,9.8363,9.7481,9.7733
6/13/1938,9.7733,9.6977,9.5088,9.5214
6/14/1938,9.5214,9.6725,9.471,9.6348
6/15/1938,9.6348,9.7859,9.6222,9.6725
6/16/1938,9.6725,9.8111,9.6474,9.7607
6/17/1938,9.7607,9.8237,9.6222,9.6725
6/18/1938,9.6725,9.6977,9.6348,9.6725
6/20/1938,9.6725,10.2393,9.8866,10.1889
6/21/1938,10.1889,10.5667,10.2267,10.466
6/22/1938,10.466,10.806,10.3904,10.7305
6/23/1938,10.7305,11.1587,10.6801,11.0327
6/24/1938,11.0327,11.3602,11.0201,11.1587
6/25/1938,11.1587,11.4232,11.0453,11.398
6/27/1938,11.398,11.5239,11.1713,11.2594
6/28/1938,11.2594,11.4232,11.1461,11.2468
6/29/1938,11.2468,11.7506,11.3098,11.7128
6/30/1938,11.7128,11.9521,11.461,11.5617
7/1/1938,11.5617,11.9899,11.5239,11.9144
7/2/1938,11.9648,12.204,11.9647,12.141
7/5/1938,12.141,12.191,11.801,11.977
7/6/1938,11.9773,12.1914,11.7506,12.1411
7/7/1938,12.1411,12.3803,11.9773,12.0907
7/8/1938,12.0907,12.0025,11.7254,11.8892
7/9/1938,11.8892,12.0151,11.8262,11.9647
7/11/1938,11.9647,12.0025,11.6625,11.7254
7/12/1938,11.7254,12.1159,11.6373,12.0403
7/13/1938,12.0403,12.3426,11.9018,11.9521
7/14/1938,11.9521,12.0529,11.7758,11.8388
7/15/1938,11.8388,12.0907,11.801,12.0025
7/16/1938,12.0025,12.1914,12.0277,12.1159
7/18/1938,12.1159,12.3929,12.0529,12.3426
7/19/1938,12.3426,12.7204,12.4181,12.67
7/20/1938,12.67,12.7582,12.4055,12.5315
7/21/1938,12.5315,12.7456,12.4055,12.5441
7/22/1938,12.5441,12.6826,12.4307,12.5567
7/23/1938,12.5567,12.7834,12.5441,12.7708
7/25/1938,12.7708,12.9723,12.733,12.8086
7/26/1938,12.8086,12.7456,12.5315,12.6196
7/27/1938,12.6196,12.7204,12.1285,12.2418
7/28/1938,12.2418,12.5189,12.1285,12.4811
7/29/1938,12.4811,12.6196,12.3174,12.33
7/30/1938,12.33,12.4811,12.3929,12.3929
8/1/1938,12.3929,12.3426,12.1914,12.2544
8/2/1938,12.2544,12.4937,12.1788,12.4181
8/3/1938,12.4181,12.5315,12.2544,12.3048
8/4/1938,12.3048,12.4685,12.267,12.3803
8/5/1938,12.3803,12.6952,12.4055,12.6574
8/6/1938,12.6574,12.8967,12.6952,12.8086
8/8/1938,12.8086,12.8967,12.6448,12.733
8/9/1938,12.733,12.7078,12.4433,12.6448
8/10/1938,12.6448,12.6826,12.4307,12.4937
8/11/1938,12.4937,12.5693,12.1536,12.1662
8/12/1938,12.1662,12.1285,11.7884,11.9269
8/13/1938,11.9269,11.9647,11.8388,11.8766
8/15/1938,11.8766,12.0907,11.8514,11.9269
8/16/1938,11.9269,12.2166,11.9144,12.0907
8/17/1938,12.0907,12.33,12.0529,12.1033
8/18/1938,12.1033,12.1788,12.0025,12.0907
8/19/1938,12.0907,12.4181,12.1033,12.3174
8/20/1938,12.3174,12.3929,12.2292,12.3174
8/22/1938,12.3174,12.3426,12.1662,12.267
8/23/1938,12.267,12.5819,12.2418,12.5441
8/24/1938,12.5441,12.7204,12.4937,12.5315
8/25/1938,12.5315,12.67,12.4307,12.6196
8/26/1938,12.6196,12.7078,12.4433,12.4937
8/27/1938,12.4937,12.4307,12.2796,12.3678
8/29/1938,12.3678,12.1411,11.7884,11.8514
8/30/1938,11.8514,12.1159,11.8892,12.0403
8/31/1938,12.0403,12.1536,11.9773,12.0529
9/1/1938,12.0529,12.0655,11.8388,11.9144
9/2/1938,11.9144,12.267,11.9395,12.2544
9/3/1938,12.2544,12.4307,12.2796,12.3552
9/6/1938,12.3552,12.4055,12.1662,12.2166
9/7/1938,12.2166,12.4685,12.1662,12.4181
9/8/1938,12.4181,12.4055,12.2166,12.2922
9/9/1938,12.2922,12.204,11.9269,12.0277
9/10/1938,12.0277,12.0277,11.8388,11.8766
9/12/1938,11.8766,12.1159,11.8262,12.0655
9/13/1938,12.0655,12.267,11.3224,11.3602
9/14/1938,11.3602,11.7506,10.9572,11.2972
9/15/1938,11.2972,11.7884,11.461,11.6751
9/16/1938,11.6751,11.5869,11.3602,11.4358
9/17/1938,11.4358,11.398,11.0453,11.1839
9/19/1938,11.1839,11.6121,11.398,11.4861
9/20/1938,11.4861,12.0151,11.7254,11.8892
9/21/1938,11.8892,12.0025,11.7758,11.9521
9/22/1938,11.9521,11.8388,11.6751,11.7506
9/23/1938,11.7506,11.5995,11.3224,11.3602
9/24/1938,11.3602,11.4358,10.9698,11.3602
9/26/1938,11.3602,11.2468,10.7683,11.0201
9/27/1938,11.0201,11.2846,10.9194,10.995
9/28/1938,10.995,11.6247,10.7683,11.4861
9/29/1938,11.4861,11.9395,11.5617,11.9018
9/30/1938,11.9018,12.3678,12.0907,12.2418
10/1/1938,12.2418,12.4811,12.2544,12.4685
10/3/1938,12.4685,12.6322,12.3678,12.5189
10/4/1938,12.5189,12.5693,12.3552,12.4811
10/5/1938,12.4811,12.8841,12.5063,12.8589
10/6/1938,12.8589,13.0856,12.7834,12.8212
10/7/1938,12.8212,12.9849,12.733,12.8463
10/8/1938,12.8463,13.0479,12.8337,12.9975
10/10/1938,12.9975,13.0856,12.8337,12.9219
10/11/1938,12.9219,12.9723,12.733,12.8337
10/13/1938,12.8337,13.2997,12.9597,13.2368
10/14/1938,13.2368,13.3123,13.0604,13.1486
10/15/1938,13.1486,13.3375,13.136,13.2746
10/17/1938,13.2746,13.3879,13.0227,13.073
10/18/1938,13.073,13.2871,12.8463,13.2494
10/19/1938,13.2494,13.3753,12.9597,13.0101
10/20/1938,13.0101,13.2494,12.9219,13.2116
10/21/1938,13.2116,13.3753,13.1738,13.2494
10/22/1938,13.2494,13.4635,13.2494,13.2746
10/24/1938,13.2746,13.5516,13.3375,13.4005
10/25/1938,13.4005,13.5642,13.3627,13.4383
10/26/1938,13.4383,13.4131,13.1234,13.262
10/27/1938,13.262,13.4761,13.1486,13.3249
10/28/1938,13.3249,13.3753,13.0982,13.1486
10/29/1938,13.1486,13.136,13.0227,13.1108
10/31/1938,13.1108,13.2242,12.9723,13.1612
11/1/1938,13.1612,13.3123,13.0353,13.0982
11/2/1938,13.0982,13.2242,13.0353,13.1612
11/3/1938,13.1612,13.2871,13.1108,13.199
11/4/1938,13.199,13.3123,13.0856,13.1738
11/5/1938,13.1738,13.2746,13.1486,13.2116
11/7/1938,13.2116,13.5013,13.1864,13.4257
11/9/1938,13.4257,13.8287,13.5264,13.7909
11/10/1938,13.7909,13.8665,13.6398,13.7028
11/12/1938,13.7028,13.8413,13.7028,13.7783
11/14/1938,13.7783,13.6524,13.3879,13.4383
11/15/1938,13.4383,13.4131,13.1612,13.3501
11/16/1938,13.3501,13.4383,12.9597,12.9723
11/17/1938,12.9723,13.1864,12.9723,13.1234
11/18/1938,13.1234,13.1612,12.7456,12.8463
11/19/1938,12.8463,12.9471,12.8212,12.8841
11/21/1938,12.8841,12.9723,12.733,12.8841
11/22/1938,12.8841,12.8589,12.7078,12.7708
11/23/1938,12.7708,12.9219,12.733,12.8086
11/25/1938,12.8086,12.9219,12.7708,12.8212
11/26/1938,12.8212,12.8212,12.6196,12.6448
11/28/1938,12.6448,12.5693,12.2418,12.3803
11/29/1938,12.3803,12.5567,12.3678,12.4307
11/30/1938,12.4307,12.7582,12.4811,12.733
12/1/1938,12.733,12.7834,12.5441,12.6448
12/2/1938,12.6448,12.5945,12.3803,12.4811
12/3/1938,12.4811,12.5315,12.4181,12.4685
12/5/1938,12.4685,12.4559,12.3174,12.4055
12/6/1938,12.4055,12.607,12.3803,12.5063
12/7/1938,12.5063,12.7078,12.4937,12.5441
12/8/1938,12.5441,12.5315,12.3552,12.3929
12/9/1938,12.3929,12.4433,12.2922,12.3174
12/10/1938,12.3174,12.4559,12.3048,12.4307
12/12/1938,12.4307,12.5945,12.4181,12.4559
12/13/1938,12.4559,12.6448,12.4559,12.5945
12/14/1938,12.5945,12.8841,12.5819,12.8589
12/15/1938,12.8589,13.0479,12.8337,12.8841
12/16/1938,12.8841,12.9723,12.7456,12.8086
12/17/1938,12.8086,12.8337,12.7204,12.7582
12/19/1938,12.7582,12.8841,12.6448,12.6826
12/20/1938,12.6826,12.7582,12.5945,12.67
12/21/1938,12.67,12.7204,12.5189,12.5819
12/22/1938,12.5819,12.7204,12.5063,12.6826
12/23/1938,12.6826,12.8841,12.6826,12.8086
12/24/1938,12.8086,12.9093,12.7582,12.8589
12/27/1938,12.8589,12.9093,12.67,12.733
12/28/1938,12.733,12.9093,12.607,12.8589
12/29/1938,12.8589,13.1612,12.9345,13.136
12/30/1938,13.136,13.2368,13.0604,13.1486
12/31/1938,13.1486,13.262,13.136,13.2116
1/3/1939,13.2116,13.2746,13.0227,13.073
1/4/1939,13.073,13.2997,13.0227,13.2242
1/5/1939,13.2242,13.3501,13.0353,13.0604
1/6/1939,13.0604,13.1738,12.9849,13.073
1/7/1939,13.073,13.0982,12.8841,12.9219
1/9/1939,12.9219,12.9219,12.6826,12.7834
1/10/1939,12.7834,12.9345,12.7582,12.8212
1/11/1939,12.8212,12.7582,12.5315,12.5693
1/12/1939,12.5693,12.7204,12.3174,12.4685
1/13/1939,12.4685,12.5315,12.2796,12.33
1/14/1939,12.33,12.6826,12.4433,12.6322
1/16/1939,12.6322,12.6952,12.5315,12.6322
1/17/1939,12.6322,12.7582,12.5063,12.733
1/18/1939,12.733,12.796,12.6574,12.7078
1/19/1939,12.7078,12.8589,12.6196,12.8086
1/20/1939,12.8086,12.8463,12.6952,12.7582
1/21/1939,12.7582,12.6826,12.4181,12.5819
1/23/1939,12.5819,12.3174,11.9018,11.9395
1/24/1939,11.9395,12.1285,11.738,11.9773
1/25/1939,11.9773,12.0403,11.7632,11.9144
1/26/1939,11.9144,11.8514,11.4861,11.5365
1/27/1939,11.5365,11.9018,11.5869,11.864
1/28/1939,11.864,12.0025,11.7632,11.8136
1/30/1939,11.8136,12.1788,11.864,12.1536
1/31/1939,12.1536,12.4181,12.204,12.3048
2/1/1939,12.3048,12.2922,12.0403,12.1159
2/2/1939,12.1159,12.3929,12.1536,12.3803
2/3/1939,12.3803,12.4055,12.2292,12.3048
2/4/1939,12.3048,12.5063,12.3174,12.4055
2/6/1939,12.4055,12.6448,12.4307,12.4685
2/7/1939,12.4685,12.4811,12.267,12.3174
2/8/1939,12.3174,12.5063,12.33,12.4811
2/9/1939,12.4811,12.5063,12.2796,12.3048
2/10/1939,12.3048,12.3803,12.1914,12.33
2/11/1939,12.33,12.4937,12.3552,12.4433
2/14/1939,12.4433,12.4307,12.2796,12.3552
2/15/1939,12.3552,12.4181,12.267,12.3803
2/16/1939,12.3803,12.5693,12.3803,12.4811
2/17/1939,12.4811,12.5819,12.3678,12.3929
2/18/1939,12.3929,12.5567,12.4181,12.5189
2/20/1939,12.5189,12.3929,12.1159,12.1662
2/21/1939,12.1662,12.2796,12.1285,12.2292
2/23/1939,12.2292,12.3426,12.1788,12.2418
2/24/1939,12.2418,12.5693,12.3048,12.5441
2/25/1939,12.5441,12.7078,12.5819,12.6448
2/27/1939,12.6448,12.733,12.5693,12.6322
2/28/1939,12.6322,12.8086,12.6196,12.7078
3/1/1939,12.7078,12.7834,12.6322,12.7078
3/2/1939,12.7078,12.7204,12.5693,12.6826
3/3/1939,12.6826,12.8841,12.7204,12.8589
3/4/1939,12.8589,12.9723,12.8589,12.8967
3/6/1939,12.8967,12.9723,12.7456,12.796
3/7/1939,12.796,12.9471,12.8086,12.8589
3/8/1939,12.8589,13.073,12.8212,13.0604
3/9/1939,13.0604,13.1612,12.9219,13.0101
3/10/1939,13.0101,13.1612,12.9723,13.0982
3/11/1939,13.0982,13.1486,12.9849,13.0227
3/13/1939,13.0227,13.0227,12.8589,12.9219
3/14/1939,12.9219,13.0353,12.8337,12.9723
3/15/1939,12.9723,12.8967,12.5315,12.607
3/16/1939,12.607,12.67,12.4937,12.5819
3/17/1939,12.5819,12.4181,12.1033,12.204
3/18/1939,12.204,12.0655,11.8766,12.0151
3/20/1939,12.0151,12.1411,11.8892,11.9521
3/21/1939,11.9521,12.267,12.0907,12.1662
3/22/1939,12.1662,12.0025,11.6499,11.7506
3/23/1939,11.7506,12.0907,11.8262,11.9144
3/24/1939,11.9144,12.1788,11.9899,12.0781
3/25/1939,12.0781,12.1411,11.9521,12.0403
3/27/1939,12.0403,12.2166,11.9521,11.9899
3/28/1939,11.9899,11.9018,11.7002,11.8262
3/29/1939,11.8262,11.9773,11.7884,11.9269
3/30/1939,11.9269,11.9899,11.4861,11.5113
3/31/1939,11.5113,11.6625,10.9194,10.9824
4/1/1939,10.9824,11.3098,10.8942,11.2343
4/3/1939,11.2343,11.5995,11.1209,11.2594
4/4/1939,11.2594,11.1209,10.7557,11.0201
4/5/1939,11.0201,11.2091,10.9194,11.0579
4/6/1939,11.0579,10.9446,10.5919,10.6549
4/8/1939,10.6549,10.4912,10.1385,10.1889
4/10/1939,10.1889,10.4912,10.1133,10.4408
4/11/1939,10.4408,10.4912,10,10.4282
4/12/1939,10.4282,10.8438,10.5667,10.7053
4/13/1939,10.7053,10.9824,10.6801,10.7934
4/14/1939,10.7934,10.7053,10.5038,10.6297
4/15/1939,10.6297,11.1209,10.7431,11.0579
4/17/1939,11.0579,10.9068,10.6927,10.8312
4/18/1939,10.8312,10.8312,10.5667,10.6549
4/19/1939,10.6549,10.8564,10.6549,10.7934
4/20/1939,10.7934,11.0453,10.869,10.9194
4/21/1939,10.9194,11.0705,10.932,10.9572
4/22/1939,10.9572,11.0579,10.9194,10.9446
4/24/1939,10.9446,11.0327,10.7683,10.7809
4/25/1939,10.7809,10.932,10.7557,10.806
4/26/1939,10.806,10.9824,10.7179,10.9068
4/27/1939,10.9068,11.0579,10.9068,11.0327
4/28/1939,11.0327,11.1839,10.8312,10.932
4/29/1939,10.932,10.9698,10.869,10.9194
5/1/1939,10.9194,10.932,10.806,10.869
5/2/1939,10.869,11.0957,10.9194,11.0076
5/3/1939,11.0076,11.335,11.0327,11.2972
5/4/1939,11.2972,11.3854,11.1965,11.2594
5/5/1939,11.2594,11.2972,11.1335,11.2091
5/6/1939,11.2091,11.2846,11.1965,11.2343
5/8/1939,11.2343,11.2846,11.1335,11.2343
5/9/1939,11.2343,11.4735,11.2594,11.4232
5/10/1939,11.4232,11.5113,11.272,11.2972
5/11/1939,11.2972,11.3476,11.1839,11.2972
5/12/1939,11.2972,11.2846,11.1587,11.2091
5/13/1939,11.2091,11.2846,11.2091,11.2343
5/15/1939,11.2343,11.3602,11.2091,11.2468
5/16/1939,11.2468,11.2217,10.9446,10.9446
5/17/1939,10.9446,10.9572,10.7809,10.869
5/18/1939,10.869,11.0076,10.8312,10.8942
5/19/1939,10.8942,11.0957,10.8816,10.995
5/20/1939,10.995,11.1461,11.0327,11.0831
5/22/1939,11.0831,11.2091,10.9824,11.1713
5/23/1939,11.1713,11.2343,11.0705,11.1083
5/24/1939,11.1083,11.4735,11.1461,11.4081
5/25/1939,11.4081,11.6247,11.4106,11.4484
5/26/1939,11.4484,11.5869,11.4232,11.4861
5/27/1939,11.4861,11.6247,11.5617,11.5617
5/29/1939,11.5617,11.6877,11.6499,11.6499
5/31/1939,11.6499,11.7632,11.5995,11.5995
6/1/1939,11.5995,11.5365,11.3476,11.4232
6/2/1939,11.4232,11.5617,11.4358,11.4861
6/3/1939,11.4861,11.5617,11.4861,11.5239
6/5/1939,11.5239,11.5617,11.4358,11.5113
6/6/1939,11.5113,11.7254,11.5113,11.6625
6/7/1939,11.6625,11.7884,11.6247,11.6751
6/8/1939,11.6751,11.6751,11.5239,11.6373
6/9/1939,11.6373,11.864,11.6499,11.801
6/10/1939,11.801,11.8388,11.7506,11.7632
6/12/1939,11.7632,11.7506,11.5869,11.6625
6/13/1939,11.6625,11.6625,11.4484,11.5743
6/14/1939,11.5743,11.5743,11.4232,11.5365
6/15/1939,11.5365,11.5113,11.2343,11.2468
6/16/1939,11.2468,11.3602,11.1965,11.2846
6/17/1939,11.2846,11.3728,11.2846,11.3476
6/19/1939,11.3476,11.5113,11.3728,11.4232
6/20/1939,11.4232,11.5869,11.4358,11.5113
6/21/1939,11.5113,11.5743,11.4106,11.5239
6/22/1939,11.5239,11.5113,11.398,11.461
6/23/1939,11.461,11.5491,11.3854,11.4987
6/24/1939,11.4987,11.5239,11.3728,11.4735
6/26/1939,11.4735,11.4232,11.1839,11.2343
6/27/1939,11.2343,11.335,11.1587,11.2846
6/28/1939,11.2846,11.2846,11.0453,11.0579
6/29/1939,11.0579,10.9572,10.7557,10.7934
6/30/1939,10.7934,10.932,10.7053,10.8564
7/1/1939,10.8564,10.995,10.8564,10.9698
7/3/1939,10.9698,11.0453,10.9194,10.995
7/5/1939,10.995,11.2217,11.0831,11.2091
7/6/1939,11.2091,11.2594,11.0957,11.1965
7/7/1939,11.1965,11.2343,11.0957,11.1335
7/8/1939,11.1335,11.1335,11.0957,11.1209
7/10/1939,11.1209,11.2217,11.1209,11.1713
7/11/1939,11.1713,11.3476,11.2091,11.3098
7/12/1939,11.3098,11.5869,11.2846,11.5491
7/13/1939,11.5491,11.7254,11.5743,11.6373
7/14/1939,11.6373,11.6499,11.5239,11.5491
7/15/1939,11.5491,11.6121,11.5365,11.5995
7/17/1939,11.5995,12.1159,11.6373,12.0781
7/18/1939,12.0781,12.267,12.0781,12.1536
7/19/1939,12.1536,12.1285,11.9144,12.0025
7/20/1939,12.0025,12.0781,11.8388,11.8514
7/21/1939,11.8514,12.204,11.9144,12.0907
7/22/1939,12.0907,12.2796,12.1536,12.2292
7/24/1939,12.2292,12.267,12.0655,12.1285
7/25/1939,12.1285,12.3174,12.0151,12.0529
7/26/1939,12.0529,12.2166,12.0025,12.1788
7/27/1939,12.1788,12.2418,12.0529,12.1788
7/28/1939,12.1788,12.267,12.0655,12.1411
7/29/1939,12.1411,12.1536,12.0781,12.1033
7/31/1939,12.1033,12.1285,11.9647,12.0403
8/1/1939,12.0403,12.1159,11.9647,12.0403
8/2/1939,12.0403,12.2166,11.9647,12.1662
8/3/1939,12.1662,12.3174,12.1033,12.1285
8/4/1939,12.1285,12.1285,11.8388,11.9018
8/5/1939,11.9018,12.0025,11.8766,11.9773
8/7/1939,11.9773,12.0025,11.7758,11.8388
8/8/1939,11.8388,11.9773,11.801,11.8766
8/9/1939,11.8766,11.8514,11.7002,11.7884
8/10/1939,11.7884,11.7002,11.4735,11.5491
8/11/1939,11.5491,11.7002,11.4232,11.5617
8/12/1939,11.5617,11.7002,11.5365,11.6751
8/14/1939,11.6751,11.8388,11.6625,11.7884
8/15/1939,11.7884,12.0025,11.8388,11.8892
8/16/1939,11.8892,11.738,11.4861,11.5869
8/17/1939,11.5869,11.6247,11.4735,11.5617
8/18/1939,11.5617,11.5743,11.2343,11.335
8/19/1939,11.335,11.335,11.2091,11.272
8/21/1939,11.272,11.1713,10.9446,11.0327
8/22/1939,11.0327,11.3476,11.0076,11.2468
8/23/1939,11.2468,11.2343,10.8564,10.8942
8/24/1939,10.8942,11.0327,10.6045,10.869
8/25/1939,10.869,11.2594,10.7934,11.0957
8/26/1939,11.0957,11.4484,10.7305,11.3728
8/28/1939,11.3728,11.4358,10.9698,11.1713
8/29/1939,11.1713,11.5365,11.335,11.4735
8/30/1939,11.4735,11.5491,11.2972,11.3602
8/31/1939,11.3602,11.3224,11.0201,11.1839
9/1/1939,11.1839,11.3728,10.7557,11.2972
9/2/1939,11.2972,11.7884,11.4358,11.5365
9/5/1939,11.5365,12.8337,11.9773,12.6448
9/6/1939,12.6448,12.8715,12.3803,12.5315
9/7/1939,12.5315,12.733,12.3678,12.5063
9/8/1939,12.5063,12.9597,12.4811,12.6952
9/9/1939,12.6952,12.8967,12.67,12.7456
9/11/1939,12.7456,13.1486,12.67,13.0227
9/12/1939,13.0227,13.2871,12.6826,13.1738
9/13/1939,13.1738,13.4005,12.8967,13.0353
9/14/1939,13.0353,13.2494,12.8967,13.0856
9/15/1939,13.0856,13.2242,12.9219,13.073
9/16/1939,13.073,13.073,12.7708,12.9219
9/18/1939,12.9219,12.7582,12.4181,12.4685
9/19/1939,12.4685,13.0353,12.5819,12.9471
9/20/1939,12.9471,13.2494,12.8715,12.9345
9/21/1939,12.9345,13.1738,12.8212,13.0227
9/22/1939,13.0227,13.1864,12.8463,12.9219
9/23/1939,12.9219,13.0604,12.8967,12.9975
9/25/1939,12.9975,13.0856,12.8841,12.9597
9/26/1939,12.9597,13.1486,12.8337,13.1108
9/27/1939,13.1108,13.2746,12.9471,13.1108
9/28/1939,13.1108,13.0982,12.7708,12.8589
9/29/1939,12.8589,12.8715,12.6322,12.7834
9/30/1939,12.7834,13.073,12.8337,13.0227
10/2/1939,13.0227,13.0101,12.8086,12.8841
10/3/1939,12.8841,12.9723,12.6826,12.7708
10/4/1939,12.7708,12.8841,12.6322,12.7834
10/5/1939,12.7834,12.9219,12.7204,12.8212
10/6/1939,12.8212,13.073,12.733,12.796
10/7/1939,12.796,12.8086,12.6448,12.6952
10/9/1939,12.6952,12.8086,12.607,12.7204
10/10/1939,12.7204,12.9219,12.7078,12.7708
10/11/1939,12.7708,12.8967,12.7456,12.8463
10/13/1939,12.8463,12.9345,12.6952,12.7456
10/14/1939,12.7456,12.7582,12.67,12.7078
10/16/1939,12.7078,12.8212,12.6574,12.7456
10/17/1939,12.7456,13.1234,12.7708,13.0982
10/18/1939,13.0982,13.1612,12.9597,13.0101
10/19/1939,13.0101,13.0982,12.8967,12.9849
10/20/1939,12.9849,13.0227,12.8589,12.9345
10/21/1939,12.9345,13.0353,12.9219,13.0227
10/23/1939,13.0227,13.0982,12.9345,12.9975
10/24/1939,12.9975,13.0982,12.9471,13.0227
10/25/1939,13.0227,13.2494,13.0227,13.2116
10/26/1939,13.2116,13.3123,13.0479,13.0856
10/27/1939,13.0856,13.1108,12.9093,13.0227
10/28/1939,13.0227,13.0604,12.9219,12.9849
10/30/1939,12.9849,13.0227,12.8841,12.9597
10/31/1939,12.9597,12.9849,12.7582,12.8337
11/1/1939,12.8337,12.8967,12.6826,12.8212
11/2/1939,12.8212,12.9093,12.7078,12.8463
11/3/1939,12.8463,13.0101,12.67,12.9597
11/4/1939,12.9597,13.0604,12.8715,12.9093
11/6/1939,12.9093,12.9093,12.733,12.8212
11/8/1939,12.8212,12.8715,12.67,12.7582
11/9/1939,12.7582,12.8086,12.5567,12.5819
11/10/1939,12.5819,12.6826,12.4937,12.6448
11/13/1939,12.6448,12.7204,12.5693,12.6574
11/14/1939,12.6574,12.8086,12.6322,12.7456
11/15/1939,12.7456,12.7708,12.5945,12.6322
11/16/1939,12.6322,12.8212,12.5945,12.796
11/17/1939,12.796,12.8841,12.6952,12.7582
11/18/1939,12.7582,12.8463,12.733,12.8086
11/20/1939,12.8086,12.9219,12.733,12.7834
11/21/1939,12.7834,12.8589,12.6826,12.6952
11/22/1939,12.6952,12.7204,12.5945,12.6826
11/24/1939,12.6826,12.6952,12.4559,12.4937
11/25/1939,12.4937,12.5441,12.4685,12.5189
11/27/1939,12.5189,12.5693,12.4433,12.5189
11/28/1939,12.5189,12.6322,12.4433,12.4685
11/29/1939,12.4685,12.5819,12.3174,12.33
11/30/1939,12.33,12.3174,12.1033,12.204
12/1/1939,12.204,12.3426,12.1914,12.2922
12/2/1939,12.2922,12.3552,12.267,12.3048
12/4/1939,12.3048,12.33,12.2166,12.2796
12/5/1939,12.2796,12.3678,12.2166,12.267
12/6/1939,12.267,12.4937,12.267,12.4685
12/7/1939,12.4685,12.5567,12.3678,12.4685
12/8/1939,12.4685,12.4937,12.33,12.3552
12/9/1939,12.3552,12.4055,12.3174,12.3678
12/11/1939,12.3678,12.3678,12.1914,12.2292
12/12/1939,12.2292,12.2922,12.1411,12.1914
12/13/1939,12.1914,12.4433,12.204,12.3803
